0,3,1,,4,,,26,https://bugs.eclipse.org/bugs/show_bug.cgi?id=388510,388510,[Perspectives] Regression to 4.2: perspective commands enabled even if no perspective open ==> Exceptions
4,3,1,,,,,26,https://bugs.eclipse.org/bugs/show_bug.cgi?id=403930,403930,[Workbench] E4 and E3 selection services are not connected
1,2,1,,4,,,24,https://bugs.eclipse.org/bugs/show_bug.cgi?id=436115,436115,CCE:  java.lang.ClassCastException: org.eclipse.e4.ui.model.application.commands.impl.KeyBindingImpl cannot be cast to org.eclipse.e4.ui.model.application.ui.MUIElement
4,,3,,,,,24,https://bugs.eclipse.org/bugs/show_bug.cgi?id=433519,433519,[Model] optimize findElements for handlers and others
2,2,3,,3,,,24,https://bugs.eclipse.org/bugs/show_bug.cgi?id=435512,435512,[CSS] Override the preferences customized by the user with the proper CSS values
0,,3,,4,,,24,https://bugs.eclipse.org/bugs/show_bug.cgi?id=430051,430051,[CSS] Regression for CTabRendering when drawing bottom tabs
1,4,1,,2,,,24,https://bugs.eclipse.org/bugs/show_bug.cgi?id=413112,413112,[Commands] The parameters of ExecutionEvent are lost in HandlerServiceHandler#execute
2,,2,,4,,,24,https://bugs.eclipse.org/bugs/show_bug.cgi?id=430199,430199,"[CSS] Form, FormHeading and inner children have paint issue"
3,,0,,4,,,24,https://bugs.eclipse.org/bugs/show_bug.cgi?id=333742,333742,[Compatibility] MoDisco needs to run on Eclipse 4.x
3,,0,,4,,,24,https://bugs.eclipse.org/bugs/show_bug.cgi?id=334303,334303,[Compatibility] Web Tools Platform needs to run on Eclipse 4.x
3,3,2,,2,,,24,https://bugs.eclipse.org/bugs/show_bug.cgi?id=178229,178229,[Dialogs] [EditorMgmt] Open Resource dialog should not fully create all editors
3,,3,3,,,,24,https://bugs.eclipse.org/bugs/show_bug.cgi?id=301687,301687,[Import/Export] Overwriting Files with Export feature
0,4,0,,3,,,24,https://bugs.eclipse.org/bugs/show_bug.cgi?id=365592,365592,[Workbench] UI Event subscriber should use @UIEventTopic instead of EventBroker.subscribe where possible
3,2,2,,3,,,24,https://bugs.eclipse.org/bugs/show_bug.cgi?id=366564,366564,[Commands] [Compatibility] command state not properly represented in Eclipse 4
0,,3,4,,,,24,https://bugs.eclipse.org/bugs/show_bug.cgi?id=393454,393454,[DND] Drag and Drop of views/parts: bad user experience
4,,3,,,,,24,https://bugs.eclipse.org/bugs/show_bug.cgi?id=402322,402322,[WorkbenchParts] Workbench window can report an active part/editor while firing page closed
3,,4,,,,,24,https://bugs.eclipse.org/bugs/show_bug.cgi?id=404231,404231,resetPerspectiveModel() does not reset the perspective
3,3,3,,,,,24,https://bugs.eclipse.org/bugs/show_bug.cgi?id=408309,408309,[Perspectives] Legacy PerspectiveListeners aren't fired for perspectivePreDeactivated and perspectiveDeactivated
0,4,3,,,,,24,https://bugs.eclipse.org/bugs/show_bug.cgi?id=366600,366600,[Workbench] [Compatibility] the 3.x mediator services don't seem to be created
3,3,3,,,,,24,https://bugs.eclipse.org/bugs/show_bug.cgi?id=260408,260408,[CSS] SWT requirements for CSS
3,1,2,,3,,,22,https://bugs.eclipse.org/bugs/show_bug.cgi?id=433723,433723,"[CSS] Incorrect background color of ""Show List"" button in multi-page editor"
3,2,1,,3,,,22,https://bugs.eclipse.org/bugs/show_bug.cgi?id=435915,435915,[CSS] [Themes] Changing the Appearance Theme causes any hidden Shell to momentarily appear
1,2,3,,3,,,22,https://bugs.eclipse.org/bugs/show_bug.cgi?id=436164,436164,[Help] Wrong e4 model extension point identifieres in the documentation
1,4,2,,,,,22,https://bugs.eclipse.org/bugs/show_bug.cgi?id=436183,436183,[CSS] Revisit creating preference nodes in CSS bridge
1,4,2,,,,,22,https://bugs.eclipse.org/bugs/show_bug.cgi?id=420843,420843,Unwanted items in the Customize functionality on the Intro page of Eclipse RCP
2,4,1,,,,,22,https://bugs.eclipse.org/bugs/show_bug.cgi?id=279902,279902,[Import/Export] WizardResourceImportPage.createDestinationGroup is final
0,4,1,,2,,,22,https://bugs.eclipse.org/bugs/show_bug.cgi?id=382625,382625,"[Perspectives] Setting org.eclipse.ui/PERSPECTIVE_BAR_EXTRAS=myPerspectiveId1,myPerspectiveId2 in plugin_customization.ini"
1,4,2,,,,,22,https://bugs.eclipse.org/bugs/show_bug.cgi?id=437202,437202,[Contributions] Editor tied to toolbar in wrong window after dragging to new window
2,,1,,4,,,22,https://bugs.eclipse.org/bugs/show_bug.cgi?id=366534,366534,[Compatibility] Failures in UIAutomatedSuite
